Source,Link,Header,Content,Article Date,Scrape Date
Times of India,https://timesofindia.indiatimes.com/india/india-seeks-to-expand-partnership-with-south-korea-in-new-areas-like-critical-technologies-semiconductors-jaishankar/articleshow/108257967.cms,"India seeks to expand partnership with South Korea in new areas like critical technologies, semiconductors: Jaishankar","SEOUL: India wants to expand its strategic partnership with South Korea into new areas like critical and emerging technologies, semiconductors and green hydrogen to make the bilateral ties more contemporary, External Affairs Minister S Jaishankar said on Wednesday. Jaishankar's remarks came as he co-chaired the 10th India-South Korea Joint Commission Meeting (JCM) with his counterpart Cho Tae-yul. Top Picks For You French lawmakers enshrine access to abortion in constitution How Pakistani, Chinese hackers tried to attack Pran Pratistha event Congress to decide on LS candidates at CEC meet on Thursday In his opening remarks, Jaishankar said that during Prime Minister Narendra Modi's visit to South Korea in 2015 the bilateral relations were elevated to a special strategic partnership. ""It is important that we live up to that. We have grown from strength to strength in the years that have passed. We have become truly important partners for each other and our bilateral exchanges, trade, investments, defence and science and technology cooperation have all seen a steady growth while keeping up the momentum in the traditional areas of cooperation,"" the minister said. ""We would be very much interested now in expanding into new areas, such as critical and emerging technologies, semiconductors, green hydrogen, human resource mobility, nuclear cooperation, supply chain resilience, etc to make our ties more contemporary,"" he said. He said the two nations witnessed a growing convergence of their views in the international fora. ""The focus on the Indo-Pacific region is good case to point, and we both have stakes and its stability, security and prosperity,"" he said. Jaishankar said he approached the joint commission with a great deal of optimism and expectation. ""I know there is enormous goodwill between us. Our challenge is to translate that into practical outcomes,"" he said. ""Our leaders met twice last year in Hiroshima and New Delhi. I think their discussions have provided us the guidance to go forward,"" he added. He also congratulated Cho for his appointment as foreign minister in December. ""So let me offer my best wishes for your successful tenure,"" he said. Jaishankar is in Seoul on the first leg of his four-day visit to South Korea and Japan. The JCM is expected to comprehensively review the entire gamut of bilateral cooperation and explore avenues for further strengthening it. It will also provide an opportunity for the two sides to exchange views on regional and global issues of mutual interest, the Ministry of External Affairs said in New Delhi ahead of Jaishankar's visit.","Mar 6, 2024, 11:54 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/india/indias-only-indelible-ink-supplier-gears-up-for-polls/articleshow/108246603.cms,India’s only indelible ink supplier gears up for polls,"PUNE: It’s super busy time at Mysore Paints and Varnish Ltd (MPVL), the sole supplier of a product without which holding elections in India would be extremely difficult — indelible ink . Having got its biggest order till date for the upcoming Lok Sabha polls , MPVL said at least 70% of the production was complete and the rest will be done by March 15. Top Picks For You Overseas Friends of BJP in US kicks off 2024 Lok Sabha election campaign Election Commission to announce schedule of Lok Sabha polls in next 15-20 days Why one nation, one election won’t be easy The country will need 26.55 lakh vials of the marker , at a cost of Rs 55 crore, for the elections. One vial of 10mg can be used for 700 voters. Besides the domestic demand, the company has a pipeline of export orders to fulfil as many of the 60 nations going to polls this year need the ink for their voting processes . With the number of voters rising with every election, the demand for indelible ink has been going up. “The order we received from the EC for the 2024 general elections is the largest order so far. We have delivered most vials to the northeast and Jammu & Kashmir. We are now producing the ink for Kerala, Karnataka, Andhra Pradesh and Telangana,” said MPVL managing director K Mohammed Irfan. The company has received several requests for the marker vials from other nations and expects more orders to come in over the next few months. “In the last couple of months, we have fulfilled small export orders from Cambodia, Fiji Islands, Sierra Leone and Guinea-Bissau. We are now going to process orders and repeat requirements for Mongolia, Fiji Islands, Malaysia and Cambodia,” said Irfan. Each vial costs Rs 174, an upward revision from Rs 160 in the last election. That’s because of the fluctuating price of silver nitrate, a key ingredient. The company is also exploring the option of creating marker pens to replace the glass vials containing the ink. The product is still in development stage.","Mar 6, 2024, 02:21 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/india/why-2024-will-see-extreme-weather-events/articleshow/108253767.cms,Why 2024 will see extreme weather events,"NEW DELHI: The 2023-24 El Nino has peaked as one of the five strongest on record and will continue to impact global climate in the coming months despite a weakening trend, the World Meteorological Organisation said on Tuesday. The UN agency also said above-normal temperatures are predicted over almost all land areas between March and May. The prevailing El Nino conditions fuelled record temperatures and extreme events the world over, with 2023 being the warmest on record. Top Picks For You French lawmakers enshrine access to abortion in constitution How Pakistani, Chinese hackers tried to attack Pran Pratistha event Congress to decide on LS candidates at CEC meet on Thursday According to the European Union's Copernicus Climate Change Service, the global mean temperature breached the 1.5-degree Celsius threshold for an entire year for the first time in January. A permanent breach of the 1.5-degree Celsius limit, specified in the Paris Agreement, however, refers to long-term warming over many years. In its latest update, the World Meteorological Organisation ( WMO ) said there is about a 60 per cent chance of El Nino persisting during March-May and an 80 per cent likelihood of neutral conditions (neither El Nino nor La Nina) during April to June. There is a chance of La Nina developing later in the year but those odds are currently uncertain, it said. Scientists closely tracking the development in India have said La Nina conditions setting in by June-August could mean monsoon rains would be better this year than in 2023. El Nino -- a periodic warming of the ocean surface in the central and eastern tropical Pacific Ocean -- occurs every two to seven years on an average, and typically lasts nine to 12 months. It is associated with increased rainfall in the Horn of Africa and the southern US, and unusually dry and warm conditions in Southeast Asia, Australia and southern Africa. ""Every month since June 2023 has set a new monthly temperature record -- and 2023 was, by far, the warmest year on record. El Nino has contributed to these record temperatures but heat-trapping greenhouse gases are unequivocally the main culprit,"" said WMO Secretary-General Celeste Saulo. ""Ocean surface temperatures in the equatorial Pacific clearly reflect El Nino. But sea-surface temperatures in other parts of the globe have been persistently and unusually high for the past 10 months. The January 2024 sea-surface temperature was by far the highest on record for January. This is worrying and cannot be explained by El Nino alone,"" she said. Scientists say El Nino typically has the greatest impact on the global climate in the second year of its development -- 2024, in this instance. The continuing, albeit weaker, El Nino and predicted above-normal sea-surface temperatures over much of the global oceans are expected to lead to above-normal temperatures over almost all land areas in the next three months, and influence regional rainfall patterns, according to a Global Seasonal Climate Update issued by the WMO. The current El Nino event, which developed in June 2023, was at its strongest between November and January. It displayed a peak value of about 2.0 degrees Celsius above the 1991 to 2020 average sea-surface temperature for the eastern and central tropical Pacific Ocean. This made it one of the five strongest El Nino events ever, though it was weaker than the 1997-98 and 2015-2016 events. El Nino is mainly a seasonal climate phenomenon with climate impacts on seasonal climate averages but can make extreme weather and climate-events more likely in certain regions. The WMO said the seasonal forecasts are found to be more accurate during El Nino and La Nina events, particularly in the tropics, and this emphasises the pivotal role of early warnings to support decision-making and enhance preparedness and anticipatory action. ""El Nino events have a major impact on societies and economies. Accurate seasonal forecasts from the WMO community helped countries prepare in advance to try to limit the damage in climate sensitive sectors like agriculture, water resources and health. Early warnings of weather and climate extremes associated with El Nino have saved countless lives,"" said WMO's Saulo.","Mar 6, 2024, 09:36 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/city/kochi/indian-killed-in-israel-wasnt-allowed-to-move-to-safe-zone-says-dad/articleshow/108246314.cms,"Kerala man killed in Israel: Nibin knew it was not safe. By then, it was too late...","KOLLAM: On Monday morning, when Patnibin Maxwell phoned his family at home in Kollam, he was his usual exuberant self. But his father detected an unusual undercurrent of anxiety . Patnibin (31), who was calling from Galilee, northern Israel, chatted to his seven-month-pregnant wife Seyona, joked with his five-year-old daughter, Amiya, and then spoke to his father, admitting that the chicken farm at Margaliot, a moshav (collective agricultural community) where he worked, was no longer safe. Top Picks For You Indian man killed, two others injured in Israel after Lebanon fires anti-tank missile 'Relocate to safe areas': India issues advisory for its nationals in Israel Hours later Patnibin was dead, killed in a cross-border anti-tank missile attack by the Lebanese Shia militant group Hezbollah. Seven others, including two other Keralites, Joseph George (from Vazathope) and Paul Melvin (from Vagamon), were injured in the attack. Patnibin’s father, Pathrose Maxwell, revealed there had been a similar cross-border attack two weeks ago in the same locality and he had advised his son to move to a safer zone. “However, he could not as he did not get consent from his sponsor,” Pathrose told TOI. “My elder son, Nivin, who is also in Israel, called me around 4.30pm on Monday and told me that Nibin was injured in the attack and hospitalised. Later, around 12.45am, he told me that Nibin had died,” Pathrose said. Patnibin had moved to Galilee just two months ago to work on the farm on an attractive salary. Raised in a poor family — his father is a daily-wage labourer — he was excited about going to Israel, believing his future was now secure. After securing a diploma in electrical engineering from Chavara ITI, Patnibin had moved to Muscat, where he had worked in an ice plant, and later shifted to Dubai to work in a manpower supply company. His wife, Seyona, is a nurse by profession but not working at present. “Seyona’s sister and my eldestson, Nivin Maxwell, work in Israel. They had arranged an agricultural visa for five years for Nibin to work there,” Pathrose said. Hezbollah shelled the farm in Galilee on Monday afternoon and Patnibin and the other injured were rushed to a hospital nearby. His body is currently at Sieve Hospital. “We have been informed the body will be taken to Tel Aviv on Wednesday and in four days it can be brought here,” said Pathrose. Hezbollah has been launching attacks on Israel’s northern communities and military posts since Oct 8 last year, saying it is doing so to support Palestinians in Gaza. Skirmishes between Israel and Hezbollah have so far resulted in the deaths of seven civilians and 10 Israel Defence Forces (IDF) soldiers.IDF said on Monday they responded by targeting the launch site with artillery. Patnibin was the second of Pathrose’s three sons. “His death has come as such a shock. Israel and its enemies should give utmost priority to the safety of foreign nationals and must move them to safer locations immediately,” said Pathrose. India’s embassy in Israel issued an advisory on Tuesday urging its nationals to move to safer areas in Israel. “In view of the prevailing security situation and local safety advisories, all Indian nationals in Israel, especially those working in or visiting border areas in the north and south, are advised to relocate to safe areas within Israel,"" the mission said in an advisory on various social media platforms.","Mar 6, 2024, 09:36 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/india/public-trust-thrown-in-waste-bin-supreme-court-raps-bureaucrats-politicians-over-felling-of-trees-in-corbett/articleshow/108262809.cms,"'Public trust thrown in waste bin': Supreme Court raps bureaucrats, politicians over felling of trees in Corbett","NEW DELHI: The Supreme Court on Wednesday came down heavily on former Uttarakhand forest minister Harak Singh Rawat and DFO Kishan Chand for 'causing havoc' to Corbett Tiger Reserve by allowing felling of thousands of trees. The SC bench led by Justice B R Gavai said, ""We are amazed by the audacity of the minister and DFO."" This is a case where bureaucrats and politicians have thrown public trust doctrine in the waste bin, the bench added. Top Picks For You French lawmakers enshrine access to abortion in constitution How Pakistani, Chinese hackers tried to attack Pran Pratistha event Congress to decide on LS candidates at CEC meet on Thursday The apex court said that the unholy political-bureaucrat nexus has caused heavy damage to forest and environment and said that the state must estimate the cost of damage and recover it from those guilty of causing damage to ecology. It asked the CBI, which is probing the case, to submit a status report in 3 months. ""They (Rawat and Chand) have in blatant disregard of the law and for commercial purposes indulged in mass felling of trees to construct buildings in the pretext of promotion of tourism,"" the bench said. SC banned Tiger Safaris within core areas of reserve forests, though allowed these in peripheral and buffer zones. SC issued a series of directions for conservation of tiger and said, ""tigers protect forests, forests perish without tigers, hence tiger should lord over forests."" The court also formed a committee to assess the feasibility of allowing tiger safaris in buffer or fringe areas of national parks within the country. The Enforcement Directorate previously conducted raids at the homes of Rawat and Chand regarding unauthorised construction within the tiger reserve. (With inputs from agencies)","Mar 6, 2024, 14:06 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/india/jharkhand-court-says-soren-prima-facie-guilty-of-ignoring-ed-summonses/articleshow/108246422.cms,Jharkhand court says Soren prima facie guilty of ignoring ED summonses,"NEW DELHI: Enforcement Directorate has received a booster from a Jharkhand court , which held former chief minister Hemant Soren prima facie guilty under IPC Section 174 for defying seven summonses issued by the probe agency. The ruling exposes Soren, already in judicial custody, to the risk of a jail term, one month each for the summonses he ignored. ED has also invoked Section 174 against Delhi CM Arvind Kejriwal for not complying with its repeated summonses related to its investigation into the alleged liquor scam. Top Picks For You Delhi CM Arvind Kejriwal summoned by ED for 8th time Hemant Soren case: ED summons Congress MP Dhiraj Sahu PMLA court extends ED remand of ex-Jharkhand CM Hemant Soren by 5 days The matter is pending in a Delhi court, which has summoned Kejriwal on March 16 to decide the validity of ED’s complaint. Hemant Soren arrested by ED , to be produced in court on Thursday The Jharkhand court has summoned Soren on April 3 when it is expected to pronounce its order on the culpability of the former CM. During the last hearing on Kejriwal on Feb 7, additional chief metropolitan magistrate Divya Malhotra had said that “in view of the discussions, the complaint filed by the complainant (ED) and accompanied by the supporting documents discloses all the necessary ingredients constituting the offence punishable under Section 174 of IPC. Section 63(4) of PMLA enables prosecution under Section 174 of IPC for disobedience of any direction under Section 50 of the Act.” The judge also noted that people summoned by ED are bound to comply with the same by virtue of Section 50(3) of PMLA. Under Section 174, a court can summon a suspect evading investigation and enforce his/her presence before the enforcement agency. If the court is satisfied about the person’s wilful avoidance, it may order imprisonment for one month, or a fine of Rs 500, or both for each violation. If the court is convinced of further avoidance of its order, it may order “simple imprisonment for a term which may extend to six months or fine of Rs 1,000 or both”.","Mar 6, 2024, 01:50 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/india/rahul-gandhi-is-continuously-speaking-about-nyay-says-congress-jairam-ramesh/articleshow/108257189.cms,"""Rahul Gandhi is continuously speaking about Nyay,"" says Congress' Jairam Ramesh","UJJAIN: Congress General Secretary in-charge Communications Jairam Ramesh has said Congress leader Rahul Gandhi is continuously speaking about 'Nyay' (justice) which is Nari Nyay, Yuva Nyay, Kisan Nyay, Shramik Nyay, and Hissedari Nyay. He further added that so far Rahul Gandhi and Congress president Mallikarjun Kharge had publicly announced two guarantees associated with Kisan Nyay and Hissedari Nyay. Top Picks For You French lawmakers enshrine access to abortion in constitution How Pakistani, Chinese hackers tried to attack Pran Pratistha event Congress to decide on LS candidates at CEC meet on Thursday ""Rahul Gandhi is continuously speaking about Nyay (justice) which is Nari Nyay, Yuva Nyay, Kisan Nyay, Shramik Nyay, and Hissedari Nyay. Till now Rahul Gandhi and Congress President Kharge have talked about two guarantees associated with Kisan Nyay and Hissedari Nyay. First, passing a law granting legal status to MSP in Parliament for farmers and the MSP will be based on the formula suggested by M S Swaminathan . Second, conducting a socio-economic caste census, which will be an important step for social empowerment and economic justice,"" Ramesh told ANI. Meanwhile, speaking about Rahul Gandhi addressing a public gathering at Badnawar in Dhar district on Wednesday, the Congress leader said that Rahul Gandhi would talk about Yuva Nyay and all attention would be on it. ""So far there are five Nyay- Nari, Yuva, Shramik, Kisan and Hissedaari Nyay. Mallikarjun Kharge and Rahul Gandhi have talked about Kisan and Hissedaari Nyay. Today, in Badnawar, all the attention will be on Yuva Nyay. After that Shramik Nyay and Nari Nyay will be discussed. The biggest issue for the youth is education and income. Rahul Gandhi and Kharge will talk about it in detail in the rally today,"" the Congress leader added. Besides, speaking about the Bharat Jodo Nyay Yatra in the state, Jairam Ramesh said that it was the 53rd day of Yatra and last day in Madhya Pradesh on Wednesday. The Yatra will enter Rajasthan on Thursday and will enter Gujarat by the afternoon on the same day. ""Today is the 53rd day of Bharat Jodo Nyay Yatra and at around 1 pm, Congress president Mallikarjun Kharge and party leader Rahul Gandhi will address a public rally in Badnawar in Dhar district. After that, Bharat Jodo Nyay Yatra will resume for 1.5 hours and today we will stay in Ratlam. Today is the last day of Yatra in Madhya Pradesh. Tomorrow morning, we will enter Banswara in Rajasthan and by the afternoon, we will enter Gujarat,"" he said. Notably, the Bharat Jodo Nyay Yatra entered the state on March 2. The Congress's 'Bharat Jodo Nyay Yatra', after the party's 'Bharat Jodo Yatra', aims to cover 6,700 km through 15 states, with Lok Sabha polls around the corner. The Lok Sabha polls are slated to be held in April-May this year.","Mar 6, 2024, 11:25 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/india/karya-ngo-create-kannada-qa-bot-for-tb/articleshow/108250519.cms,"Karya, NGO create Kannada Q&A bot for TB","BENGALURU: Not-for-profit organisation Karnataka Health Promotion Trust ( KHPT ) has teamed up with Bengaluru-based data cooperative Karya to develop a voice-based tuberculosis Q&A bot in Kannada . Currently, the app is in beta. A patient can ask in Kannada, “What types of food are okay to eat with my TB medicines?”. And get the response in the same language: “You don’t have to worry too much about what you eat with your medication. Top Picks For You French lawmakers enshrine access to abortion in constitution How Pakistani, Chinese hackers tried to attack Pran Pratistha event Congress to decide on LS candidates at CEC meet on Thursday Most things are okay, but it’s good to eat lots of Vitamins A, C and E. You can get this by adding more fruits and vegetables to your diet! Here are some examples of what you can add: orange, mango, sweet pumpkin and carrots, guava, amla, tomato, nuts and seeds.” The Global TB (tuberculosis) Report 2022 showed that 21.4 lakh TB cases were notified in India in 2021, 18% higher than 2020. KHPT has built a digital Kannada repository in ten dialects including Mangaluru Kannada , Sirsi Kannada , Belagavi Kannada , Mandya Kannada and Ballari Kannada through an exhaustive data collection exercise. This includes data anonymised from those affected with TB, caregivers, social workers, frontline healthcare workers and communities to improve health outcomes of TB patients. KHPT and Karya interviewed 1,600 people to obtain 1,000 hours of data. They collected details on symptoms, treatment adherence, side effects, cost of treatment and benefits of the direct benefit transfer programme. “We used the automatic speech recognition (ASR) engine to capture human speech by identifying lexicon models and acoustic patterns of speech and converting it into text,” said Bisujaksha Vedantham, lead for digital transformation in KHPT. Vedantham said the pilot is currently being run in 13 districts. Mallika Biddappa Tharakan, lead - knowledge management at KHPT, said 700-800 people across these districts are covered in the initial pilot programme to check the veracity and quality of responses. “It’s not the classical medical approach, but a community-led model to understand the disease burden,” she said. For the 27-year-old Manu Chopra who co-founded Karya, the journey from growing up in a basti (informal settlement) in Delhi, to creating a business model around AI for good, has been exhilarating. The computer science student from Stanford University has roped in 100 people (50 men and 50 women) each in 10 districts across Karnataka to collect speech data for digital work related to tuberculosis using the Karya app. The Bengaluru-based startup pays these local workers minimum wages of $5 an hour, which is 20 times more than the local minimum wage. “This is pre LLM (large language model). What we used is automatic speech recognition models to finetune and streamline data tailored for TB patients and their caregivers. It’s an attempt to supplement the incomes of our community workers to create an intelligent TB knowledge repository in Kannada,” he said. Karya uses AI to empower people -- 14 million digital tasks, 35,000 workers and minimum wages of $5 an hour. It ropes in people in rural areas for digital AI work, breaking it into simple tasks including reading a sentence in their local language, or annotating an image, video, or speech. Safiya Husain, co-founder and chief impact officer at Karya, said the initial pilot underscores how the Karya app is bridging a knowledge gap and a linguistic challenge by assigning digital work, which acts as a conduit to upskill people and demonstrate pathways to create scalable impact.","Mar 6, 2024, 06:33 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/india/ai-dubbed-pm-modi-speeches-available-in-8-languages-bjp/articleshow/108246633.cms,AI-dubbed PM Modi speeches available in 8 languages: BJP,"NEW DELHI: PM Narendra Modi 's speeches are available in eight regional languages through different social media accounts. These dubbings are being produced through artificial intelligence ( AI ), a major technological leap, which the BJP claims to have done for the first time in the world. PM Modi had used AI to translate his speech at an event in Uttar Pradesh 's Varanasi in December last year when he addressed the audience at Kashi Tamil Sangamam in Hindi and his speech was translated to Tamil in real time. Top Picks For You French lawmakers enshrine access to abortion in constitution How Pakistani, Chinese hackers tried to attack Pran Pratistha event Congress to decide on LS candidates at CEC meet on Thursday ""This is a new beginning and hopefully, it makes it easier for me to reach you,"" the PM had said. His speeches are now available in Bangla, Kannada, Tamil, Telugu, Punjabi , Marathi , Odia , and Malayalam on respective X accounts, which were circulated by the party's IT cell.","Mar 6, 2024, 02:39 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/india/sanatana-remark-madras-hc-pulls-up-stalin-jr-but-dismisses-plea-against-him/articleshow/108264764.cms,"Sanatana remark: Madras HC pulls up Stalin Jr, but dismisses plea against him","NEW DELHI: The Madras high court on Wednesday dismissed a plea against Tamil Nadu minister Udhayanidhi Stalin over his remark against Sanatana Dharma while observing that ""making unverified claims on Sanatana Dharma tantamounts to spreading misinformation"". Justice Anita Sumanth also refrained from issuing quo warranto against ministers PK Sekar Babu and DMK MP A Raja over the remarks on Sanatana Dharma. Top Picks For You French lawmakers enshrine access to abortion in constitution How Pakistani, Chinese hackers tried to attack Pran Pratistha event Congress to decide on LS candidates at CEC meet on Thursday The court pulled up charitable endowments minister Sekar Babu for participating in a meeting for eradication of Sanatana Dharma. ""Those holding constitutional positions can propound only one principle. And that is the principle of constitutionalism. Making unverified claims on Sanatana Dharma tantamount to spreading misinformation,"" the bench observed before disposing of the plea according to Bar & Bench. Equating Sanatana Dharma to HIV, malaria, and dengue, Udhayanidhi Stalin acted against Constitutional principles, the court said. ""The prayer to issue quo warranto by a team belonging to Hindu Munnani has been rejected. The Court said that the quo warranto cannot be granted. Udhayanidhi Stalin has succeeded in this writ petition,"" said advocate P Wilson after the hearing. This comes days after the Supreme Court criticised Udhayanidhi Stalin for his 'eradicating Sanatana Dharma' remarks. It asked the DMK leader why he approached the top court after abusing his right to freedom of speech. The bench of Justices Sanjiv Khanna and Dipankar Datta also reminded Stalin that as a minister, he should be aware of the consequences of his remarks. ""You abuse your right under Article 19(1)(a) (of the Constitution). You abuse your right under Article 25. Now you are exercising your right under Article 32 (to file plea in the Supreme Court)? Do you not know the consequences of what you said? You are not a layman. You are a minister. You should know the consequences,"" the apex court had said before adjourning the matter to March 15. The Supreme Court bench was hearing a petition filed by Udhayanidhi seeking to club the FIRs registered in Tamil Nadu, Maharashtra, Jammu and Kashmir, Bihar, Uttar Pradesh and Karnataka over his controversial remarks. Udhayanidhi, the son of Tamil Nadu chief minister MK Stalin, made the controversial statement during a conference in September 2023. Stalin Junior, during a meeting of the Tamil Nadu Progressive Writers Forum last year, asserted that ""Sanatana Dharma has to be eradicated just like mosquitoes, malaria, dengue, and corona."" 'I stand firmly by every word I have spoken,' Stalin said After the row erupted following his remarks, the Tamil Nadu minister for Youth Welfare clarified that he had not called for ""genocide"", adding that ""Uprooting Sanatana Dharma is upholding humanity and human equality."" ""I never called for the genocide of people who are following Sanatan Dharma. Sanatan Dharma is a principle that divides people in the name of caste and religion. Uprooting Sanatan Dharma is upholding humanity and human equality,"" Udhayanidhi Stalin wrote in a message on X (formally Twitter). Reiterating his statement at the 'Sanatana Abolition Conference', Udhayanidhi Stalin wrote, ""I stand firmly by every word I have spoken. I spoke on behalf of the oppressed and marginalised, who suffer due to the Sanatan Dharma."" ""I am ready to present the extensive writings of Periyar and Ambedkar, who conducted in-depth research on Sanatan Dharma and its negative impact on society in any forum,"" he added.","Mar 6, 2024, 15:34 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/india/why-an-hc-judge-joining-bjp-has-triggered-a-row/articleshow/108253281.cms,Why an HC judge joining BJP has triggered a row?,"What Hours after resigning as a Calcutta High Court judge on Tuesday, Abhijit Gangopadhyay announced that he is joining the BJP . ""I will be joining the BJP, possibly on March 7. I am joining the BJP as it is a national party, which is fighting against the corruption of the TMC in Bengal,"" he said. Blame on TMC? Gangopadhyay, whose rulings on various education-related matters stirred political debates, blamed Bengal’s ruling party TMC for his decision to quit judicial services and join politics. ""TMC leaders have been using derogatory language against me for quite some time. If they don't like a judgment, then they can't just verbally attack a judge. Such instigations only helped me to take the decision to join politics and fight the TMC,"" he said. ‘Told you so’ moment The speculation was doing rounds for several weeks. In fact, on January 25, Bengal’s advocate general Kishore Dutta startled many by telling Justice Abhijit Gangopadhyay that he would soon join the BJP and contest the Lok Sabha election . Gangopadhyay’s tenure at the bench began in May 2018, and was due to retire in August. Run-ins with TMC As a Calcutta HC judge , several of Gangopadhyay’s rulings and observations triggered controversies for their alleged political overtones. The most controversial was a matter related to Bengal CM Mamata Banerjee ’s MP nephew Abhishek Banerjee. In an unusual move for a judge, Gangopadhyay gave an interview to a Bengali news channel, criticising him while he was hearing a case in which the TMC leader was accused. The Supreme Court took cognisance and directed the Calcutta HC chief justice to reassign the matter to another judge. Not the first In 1967, then-CJI Koka Suba Rao resigned to contest the presidential election against the Congress’s Zakir Hussain. He lost. In recent times, former CJI Ranjan Gogoi became a Rajya Sabha MP, while another ex-CJI P Sathasivam was appointed the Kerala governor after his retirement in 2014.","Mar 6, 2024, 09:29 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/india/give-tickets-to-all-my-13-mps-eknath-shinde-to-amit-shah/articleshow/108246673.cms,Give tickets to all my 13 MPs: Eknath Shinde to Amit Shah,"Maharashtra CM Eknath Shinde is firm on tickets for all 13 sitting MPs who came along with him to form an alliance govt with BJP in Maharashtra, said sources. Union home minister Amit Shah arrived in Mumbai on Tuesday. Sources said a meeting was held at Sahyadri state guest house and was attended by Shah, Shinde, and his deputies Devendra Fadnavis and Ajit Pawar . Top Picks For You French lawmakers enshrine access to abortion in constitution How Pakistani, Chinese hackers tried to attack Pran Pratistha event Congress to decide on LS candidates at CEC meet on Thursday ""Fadnavis and Pawar were there for sometime and later left. Thereafter, Shah had a one-on-one meeting with Shinde. Shinde was insistent that all sitting MPs of his party be given tickets. Shah tried to explain the ground reality to him in various seats.... the discussion will continue tomorrow,"" said sources.","Mar 6, 2024, 02:48 IST","Mar 06, 2024, 17:09 IST"
Times of India,https://timesofindia.indiatimes.com/india/no-indian-troops-after-may-10-maldives-president-muizzu-after-military-deal-with-china/articleshow/108231231.cms,No Indian troops after May 10: Maldives President Muizzu after military deal with China,"NEW DELHI: Maldives President Mohamed Muizzu has once again declared that Indian military personnel will not be present in the island nation after May 10, as per a local portal. ""There will be no Indian troops in the country come May 10. Not in uniform and not in civilian clothing. The Indian military will not be residing in this country in any form of clothing. Top Picks For You China to provide free military assistance to Maldives; inks agreement to bolster bilateral ties 'Bullies don't give $4.5 billion ...': EAM Jaishankar takes veiled shot at Maldives president Mohamed Muizzu India to 'replace' military in Maldives by May 10: Male I state this with confidence,"" he said stepping up his anti-India rhetoric. Muizzu's remarks come on a day when Maldives signed an agreement with China to receive free military aid. The Maldives president said that people who spread false rumours are trying to twist the situation. ""That these people (Indian military) are not departing, that they are returning after changing their uniforms into civilian clothing. We must not indulge such thoughts that instill doubts in our hearts and spread lies,"" the portal reported. He made the statement after the opposition started criticising the Muizzu government asserting that the Indian personnel sent to Maldives as civilians are in reality military officials out of uniform. A civilian team from India reached Maldives on February 28 to take charge of one of the three aviation platforms in the island nation, ahead of the March 10 deadline agreed by the two nations for the withdrawal of Indian military personnel. Muizzu had announced in his maiden address to Parliament on February 5 that the first group of Indian military personnel will be sent back from the island nation before March 10. There are 88 military personnel manning the three Indian platforms that have been providing humanitarian as well as medical evacuation services to the people of the Maldives. As per local media reports, Maldives successfully tied up with Sri Lanka to run flights for medical evacuation last week, indicating that it is bent on removing all Indian troops. Highlighting that securing true independence is a concept he regards with utmost priority, Muizzu said that efforts are on with due importance ""to regain the southern maritime area deprived of the country in addition to expelling Indian troops from the Maldives"". ""I am confident we can achieve this. The delay in concluding this task is due to the adverse procedures practiced during the implementation. It was done without even taking the matter to the parliament ... in violation of the Constitution as well,"" a portal quoted the Maldives President as saying.","Mar 5, 2024, 16:15 IST","Mar 06, 2024, 17:09 IST"
